,dgf,dgt,dsf,dst,p1u,p3u,dji_return,dji_price,sp500_return,sp500_price,labelled,epu,ads,vix,ads_chg,vix_chg,epu_chg,dgt_resid,dst_resid,p1u_resid,dgf_unlab,dgt_unlab,dsf_unlab,dst_unlab,p1u_unlab,p3u_unlab,dst_unlab_resid,dji_return1,dji_turnover,sp500_return1,sp500_turnover,sp500_turnover_chg,dji_turnover_chg,sp500_volatility,dji_volatility,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth,Money,Other,low,high,WeekDay,dgf_unlab_nw,dst_unlab_nw,dgf_unlab_nw_est,dst_unlab_nw_est,dst_unlab_nw_resid,Friday,Monday,Tuesday,Thursday,Wednesday
2016-09-19,-3.25918402502321,-1.77989889730624,-4.356505261364998,-2.7662677772770583,-0.9583426600623991,-1.796565697151468,-0.07328418826112758,-1.865617334436133,-0.03322820943562859,-1.7807823880252729,-3.3690743008548005,-0.672548440690756,-0.9635751805330636,0.3731695666357946,0.06020216657231806,0.08086850257887314,-0.5967311458340644,2.5067643665977206,3.689254669125943,2.5120105041549032,-1.5869430536261897,1.864192243725997,-4.7741393319750935,-0.7914781330588724,4.482592759105477,2.343803044254821,0.2429694907448524,-0.08442063822997532,-1.9590485240109687,-0.04173246073378443,-2.2818124545211766,-5.153020594628504,-5.304706932907092,0.210535236246822,0.2267442898109033,-0.06057254284581572,0.6321076975281312,0.5406944616808097,-0.10682031956201317,0.4699759712120049,-0.2140642795041008,-0.32765268981542345,1.3196900707238508,-0.3008524365520577,-0.3497207123666716,0.4107226264571884,0.0043948849907228995,1,0,Monday,1.2425552731923033,5.184246737768783,0.7100802236352735,5.197280736631562,5.774453182794132,0,1,0,0,0
2016-09-20,1.4819848273138738,3.264771415228149,1.0886210887532115,1.1856659784924943,1.586217226916646,-0.022849086590475583,0.016536521009858758,-1.8616618357444303,0.006672889335115973,-1.7779260648515347,1.4313444823317265,-0.6153517219569234,-0.9705230256544856,0.4613614249638141,0.058436994092989976,0.2253537825588439,-0.16549090853544726,4.412753736691479,0.35284311723175005,5.6390210426357985,0.04374693804716444,3.7671363587533526,-0.498687335080505,-0.186871776139376,0.6750426629191089,-2.8109412956809186,-0.21538818446806307,0.005486903348836144,-2.0070105395661977,-0.001870036488882523,-2.325943939104796,-0.2862042747498062,-0.32142559634347234,0.5334652995215563,0.5692134646804701,0.1213603909387137,-0.5120501127066511,-0.20628962143371732,-0.7595809220320477,-0.20761551855447785,-0.09456352008042854,-0.4077420925966661,-0.2095853803957186,-0.09380799148511933,0.5773275535676372,0.029239136512722023,0.0043948849907228995,0,0,Tuesday,0.1490962544855231,-0.0342597062842121,1.3903497697563694,0.9225289522217783,-0.17383740905714348,0,0,1,0,0
2016-09-21,-1.3075573892574377,-0.6274795285330804,-3.145576385360183,-0.9591792142789556,0.09292331761293733,-1.228114001658096,1.0416703249909938,-1.795505211047867,1.3321960498330987,-1.6736702690101384,-2.179510290652952,-0.9103981759888418,-0.978798280051636,-0.1311069566244182,0.056721664359434286,-1.6386978047809604,-0.5116359941287238,1.2015285902229305,5.3404630080675926,4.3412343737153885,1.6810413039015153,2.5053929521409417,-3.9650730942732935,1.7886458043706814,5.316260971558593,1.2924339618795992,0.6928603076174666,1.0314366183304269,-1.8227427298747316,1.3244659040278226,-2.170625260638626,0.8939789161886876,1.0788875212956002,-0.20656059506681046,0.09698184464983353,1.3249167221286775,1.160180533021108,1.4329254498453834,1.8355404975439435,0.5594691868415403,1.0269051452801872,1.3542247685906732,2.646747280373064,0.8760317775126445,0.9114961145439578,0.6787921058776241,1.2955122987500307,0,1,Wednesday,1.7508793818723967,1.9193525715542963,1.5751142695049936,1.0860827322758102,1.024508125800923,0,0,0,0,1
2016-09-22,1.2943751247476878,3.8847049231184685,-0.7581705059359426,2.2472231573334382,0.8040729183730636,0.02061693971513725,0.6041352673334286,-1.7556027543785602,0.782454398133708,-1.6109204192871058,0.6012090724346024,0.08188433528437468,-0.9884020198054542,-0.4205571583163792,0.055061799545070365,-0.9671924458152479,1.0482164056290395,6.190633073188819,7.677118531647202,2.753214099166017,1.326170236909845,6.5434777952813965,-2.7887650249153584,3.5222049130673545,0.3769042387535415,-1.2556427497927791,2.6577418517143307,0.5934929095436465,-2.0021176376527468,0.7749947643047128,-2.268391904634832,-0.5613791036692697,-1.0651876292301727,0.670723876663058,0.5275793218509962,1.142983788344148,0.9401501848990343,0.9660603978988042,0.2752834477375193,0.8790878140898812,0.5672868398045251,1.2626940225549674,0.6372035057613984,0.9087230056811084,0.8036998045515964,0.421032991050282,0.6892484696804428,0,1,Thursday,1.403705104992487,3.6336893066564917,-0.23044787475345402,3.6023648152467063,3.5878443512801645,0,0,0,1,0
2016-09-23,0.8919224857088365,0.5086726216560777,0.4649106425202736,0.5638588126749802,0.9252888232356268,0.7758637915232158,-0.9161460290138612,-1.808535326758532,-0.7531336588619376,-1.666663351224564,0.533787068646144,-0.32755555621520915,-0.9993354937479147,-0.35950125639698144,0.05346231513016268,0.1993108631320722,-0.4788767449023013,-0.6372171106419384,0.2989446727684283,0.7091814429740579,1.2895004249007285,0.5778197867571572,0.4333066538377979,0.7396131420457134,1.2443465031169896,1.0552971818952437,-0.10094673020957813,-0.9279715281789744,-1.881669510486877,-0.7631198703857583,-2.269937956999353,-0.020612841175641508,0.7278264398331737,0.6318871474718385,0.4044588994759664,-0.6903403905614944,-0.4680440430822365,-0.8702754730910747,-1.1655661747878012,-1.038623949400164,-0.8115680766224616,0.08423566734525327,-0.5634673029688421,-0.1809845999343565,-0.4682966533582693,-0.6718656558176485,-0.7365942394276624,0,1,Friday,1.3678306236618183,0.8819519889472097,1.5711400668328126,0.6252627273947791,-0.015072050281217768,1,0,0,0,0
2016-09-26,0.3178354516230449,0.3630696954041777,0.23612327299901625,0.31203421596585057,-0.004031215528914522,0.17773271933679308,-1.1608817251539776,-1.8758555710906508,-1.1136294960547355,-1.7496306134117046,0.5225900982368963,-1.3794515489856596,-1.0390386641888705,0.14025260746179494,0.05107365519662102,1.7456818576617747,-0.8244336838580414,0.1840537961690704,0.21797851027801807,-0.5952308306596159,0.0995363303651764,0.4633948523318686,0.09436971807246768,0.384777555398784,-0.3919435844071763,-0.05963909605597231,0.3198948740743834,-1.1729095223458903,-1.8107334988039316,-1.1136439167494323,-2.274613746199152,-0.03937557531130223,0.3705195092489792,0.4339794315934341,0.37465079721674055,-1.5440256952427478,-0.8112913861526713,-0.5797816629909808,-0.26603022260348497,-0.22040026364441145,-0.6552978527607365,-1.071340001355534,-0.3738877015903831,-1.129030216819811,-1.4061245502918145,-1.6307295629753606,-0.8713195347764598,0,0,Monday,0.40765314608133446,-0.4746044954810523,0.12593059213361135,-1.0038602918061632,-0.9783475516924643,0,1,0,0,0
2016-09-27,-0.023034986729221198,0.2215127761371493,-0.010864999128591051,0.2445034967618338,0.1005323811333958,-0.27967799920752984,0.8425034263161805,-1.8219290736053082,0.7755165626074862,-1.6879072548292342,0.5342886882076838,-0.6791945382901097,-1.0537052769767714,-0.17633355063878728,0.05031736907040415,-0.9702498671200076,1.5743095714485629,0.5470835666621957,0.6573747802518275,1.2670546340235969,-0.6143900044803872,0.2567077199930736,-0.36589630253091937,0.28920228911910506,-0.18740105009400645,-0.9245630749744762,0.6896919467481202,0.8321308816646218,-1.907647516853384,0.7718734294454629,-2.2489517857551835,0.1402151864511328,-0.538093119058181,0.11051735832979193,0.096549843167826,0.7511282386543925,0.007221508861442403,0.4784457880879324,-0.5366870577739872,0.8151640886402131,0.9625585825135946,0.7135095463407315,-1.3723402688502673,0.8433405493441806,0.8360386975493049,0.7303439288430925,0.8913364127036387,0,0,Tuesday,-0.49476637158570996,0.436535465687544,-0.6895255913617646,1.058144744333735,1.0032097048599224,0,0,1,0,0
2016-09-28,0.023635791972883808,0.1659781153061588,0.4565511450763636,0.2621584463198656,-0.04361617700769038,0.05475014003771905,0.6870645743596483,-1.7771054755606224,0.6322683971652278,-1.6368504780986857,0.3847672685206496,-0.8558196169153607,-1.069199249829078,-0.3368879593897966,0.049598504265473735,-0.5540418601512864,-0.4055912647803682,0.3279668314999863,-0.4581442369439762,-0.3320051730944755,-0.4713156323060905,0.1347560644789627,0.6149727880221738,0.3178617354730109,-0.41889612815030797,-0.25472636551318045,0.6250884723029955,0.6765479527051373,-1.792501735898176,0.6504416801038029,-2.2113745596743013,0.20242988240928367,0.6112299494486425,0.055720329470972815,0.1798181288267343,0.10736554987836527,0.32406521015722833,0.9660603978988042,3.761980324345753,1.1219979707986203,0.2823234904096145,0.07279432409079004,0.4349852642910421,-0.06111676331665536,-0.2527040333735463,0.5653780953535936,0.4871605266572467,0,0,Wednesday,-0.35479513605857016,0.4648771250204812,0.0661780816509015,0.8749412833109943,0.9199120009883717,0,0,0,0,1
2016-09-29,0.4208629848727979,0.12011675014631625,-0.01849655055649906,0.0958333195819149,-0.1986774625305012,-0.7417771892785026,-1.351016584189508,-1.8562114090487136,-1.2065391565913233,-1.7271816984681152,0.06568486991582592,-0.3909955787544954,-1.0855225975199685,0.03170878182730955,0.04891692906560363,1.271395582331398,0.33915891652254904,-0.571827083939755,0.2930249858206121,1.7282655164340586,0.9876492049006772,0.5353994824237428,0.1361504852887171,0.5004258743252195,-0.28880249431306604,-1.3248692789434255,-0.14337250950878674,-1.3632434911673788,-1.8075856297580128,-1.2137442057961991,-2.1193248598170853,0.4758654528168943,-0.08585025477452671,-0.3092385229284767,-0.3821617990930804,-0.9842320528288112,-1.2513520823968178,-0.9117745888196594,0.18771800106470984,-1.2431798708391022,-0.7288367816368424,-0.5679208981591515,-1.6377517107801098,-0.8566033154159447,-2.300833923228415,-1.5276259170444242,-1.0397261539624565,0,0,Thursday,1.0725262475761337,0.6454169221214532,0.6404172740960201,0.28706676089113675,-0.0727336220308783,0,0,0,1,0
2016-09-30,0.3458529427194003,-0.4732381947266698,0.016349738491843752,0.046713746139141456,-0.205721850071656,0.3490119596727237,1.047223979787291,-1.7896669111402983,0.9654238268398112,-1.6506857934714738,-0.0390922360382335,-1.0316391079528109,-1.1026774426722912,-0.133368286325137,0.048272349982400514,-0.5331102220605427,-0.7523450708175109,-1.7632852547397495,0.07982695816124435,-1.862734936523664,0.9326792777510065,-0.5897316903172426,0.2121376406484439,0.3650299860677489,-0.2966274499378255,0.9133645734816679,-0.2429362925179268,1.0369999363138849,-1.4705678576693426,0.9564019321943744,-1.817761544500854,1.3108420817015718,1.429654503048673,0.15254614745450715,0.08639780834040382,1.0030353777406638,1.1073732494718105,0.9868099557630966,1.0394909823365843,1.4799708333167618,0.4753631787093926,0.2444144729077387,-0.43708090204986944,1.1920469831411291,1.1055294725302087,1.33865543983562,0.8464279809207064,0,0,Friday,1.0187485618659142,0.5115223558172893,1.021830705481897,0.5695981331677498,-0.20316748118436195,1,0,0,0,0
2016-10-03,-1.1778406544195683,-0.17291923036692827,-1.0811823900417965,-0.6838019401742931,-0.6891501619395959,-0.24408782680904295,-0.4093015903268778,-1.8116059896856969,-0.44088424291538864,-1.6822392385313496,-1.2183264989570777,-0.4494006788700287,-1.1571315406357894,-0.0700510547050203,0.050304180064148746,0.18561105613836287,-0.4644888504777535,1.9694848212170284,0.9226013473760322,-1.6194460298185596,-0.7428728048955691,1.4282520930415201,-0.5433388113434443,0.400226905823279,0.15710618660255318,1.4006466257471826,0.8844679792862993,-0.4089313934963665,-2.040532195333713,-0.4354977783171808,-2.2798022728464145,-2.217573199059756,-2.848088842051158,0.6393352873167425,0.6899578789044292,-0.25650031769069354,0.37687249370652603,-0.3619113054159105,-0.09885982440993957,-0.4377409301732833,-0.3151803067087464,0.061352980836326815,-1.397617549034062,-0.5296910337313053,-0.026331782389587145,-0.5378309161074305,0.06053042471938847,0,0,Monday,-1.013003968782852,-0.5251812616824689,-1.1027066940647534,-0.5984647586669227,0.18017526231423536,0,1,0,0,0
2016-10-04,-1.4595662401297151,-1.016018728979555,-0.7342776625265027,-1.0709219830566126,-0.5595987623017417,-0.994775079581576,-0.6178447058511302,-1.8461105441567256,-0.654537055060836,-1.7300380216418536,-1.1043247116863897,-0.8002340733571291,-1.174273366061654,-0.0564830765007095,0.05129408945000175,0.022020408271359253,-0.525414187681105,0.6275452462958551,-0.9371772783592844,1.2893498679788709,-1.6254920116105902,-0.3737432074832844,0.07223715934136364,-0.5982137667510081,0.27725192321364833,-0.5277959026220234,0.4613619660267303,-0.607463868976199,-1.9452857477171848,-0.6525364708684247,-2.2037336741040057,0.4276320794682832,0.6202443248923779,0.011031490401669744,0.03407162883099354,-1.3201082382771732,-0.17760398356109938,-1.0051475992089751,-0.7436599317279006,-1.255964615929036,-0.22325664561361394,-0.8425131362662692,-2.8005065992346583,-0.4752056534505321,-0.22036514037583785,0.2869982513400641,-0.8039568871020609,0,0,Tuesday,-1.4839386113882098,-0.44104057787834655,-1.3317149719763677,-0.17280616279214162,0.6974686630040948,0,0,1,0,0
2016-10-05,-0.1407815846177456,-0.1668104962641275,-0.35295569159603063,-0.08914077605824519,-0.1832866430522425,0.09634854419831544,0.7003648242341372,-1.8006243293751276,0.5073588428703593,-1.6887998558210258,-0.05601603163336415,-0.10501198508533206,-1.190798232820042,-0.20120817734669005,0.052243090945778316,-0.4828622169987222,0.5735629170965305,-0.09507664700298847,0.6468981335854144,-0.957961682685895,-0.21043480979347454,-0.04055040217214445,-0.5731832187664594,0.08628986595441608,-0.2431500356971951,0.3777073549763456,0.22346163683745926,0.7307060507685491,-1.9752390240794848,0.5486053678764871,-2.146145575532232,0.2964972108270082,-0.197603899327876,0.6840241263860698,0.5048992440450811,-0.25650031769069354,0.7905295481760243,0.8208134928487573,1.3021873223550129,0.7640251082804785,0.3742471515047469,-0.3390940330698867,-0.17166946012002682,0.22220721414336556,0.5449886605699288,1.3077243460563388,0.7229297935176422,0,0,Wednesday,-0.0995725514859614,0.23587301391723364,0.25094258139952946,0.007199861801940557,0.3973675638049775,0,0,0,0,1
2016-10-06,-0.5369573206301052,-0.5357495657932987,-1.0604864663416698,-0.9934554802681516,-0.6643982993626054,-0.6806498811886138,-0.13215850354505435,-1.8056868828589916,0.029556071202116688,-1.6841583306637034,-0.7077442622455847,-0.1650282603764664,-1.2067082897385513,-0.2351281228574668,0.05315452933949427,-0.13490658460792654,-0.2653449256247007,-0.1354010097603544,0.07283514649071192,-0.1052972626191846,-0.07568635742628309,0.10360254670455916,-1.1548443898359209,-0.8703475954713744,-0.4175580727334919,-0.38120411468366333,-0.8210115008868359,-0.1433885934503382,-1.9542254234122196,0.023088093383752204,-2.2746498103009616,-0.727300487931499,0.12317461242508455,0.4792002806516935,0.4248169693160544,0.30329332472324305,-0.5648573962559489,0.1153285254628151,0.10015255439190028,0.8023793435502794,0.024937239343243642,-0.3047700033064969,-0.15903082002812954,-0.10470506754127397,-0.8024652143345898,-0.06355414482512113,-0.2426014898154056,1,0,Thursday,0.03225334491027733,-0.7101568814984057,-0.41322550546682385,-0.735598759863583,-0.9656293392051815,0,0,0,1,0
2016-10-07,-0.3676164034493348,-0.2774850177288675,-0.6745420367196954,-1.0058311523869312,-0.6326275678647026,-0.37520947269642224,-0.23511993558255545,-1.8170038918839737,-0.4399781514499365,-1.7155332555252207,-0.612560576999641,-0.397440279456899,-1.2220056056973536,-0.09040302201148624,0.05403144299141939,0.4683922650164625,-0.3899042376591856,0.10924980979184616,-0.9177382410443096,-0.9924727963840938,0.1990544566989786,0.4190482145195159,-0.509142559491273,-1.1074176834772569,-0.4745034394082922,0.1425424278450797,-1.2371711798420375,-0.24638522935900475,-1.919957234071618,-0.4461156253166447,-2.1139168125501144,0.8686871184298147,0.19823430028851416,0.03443992991414915,0.18057413142026216,-0.4664229335959198,-0.9609120228756812,-1.1503945042590225,-0.4093191353408097,-1.0130544592202968,-0.4254887000229053,-0.6594516441948575,-0.4244422619579721,-0.3880290450012948,0.0275663726065936,-0.11510596779058956,-0.7141400235361962,1,0,Friday,0.3010353120678711,-0.9445982447167317,-0.028017844030881884,-0.7504805877470737,-1.5070489717734725,1,0,0,0,0
