node;instance_name;dimension_0;dimension_1
gen.0.4.0.1.0;🏇🏽;-3.2712661437791595;-6.517156414360416
gen.0.4.0.2;🙀;2.5520707551894786;-8.70630145867503
gen.0.4.0.2;😻;1.2470907828814255;-9.176001049635474
gen.0.4.0.2;👯;0.6971696983883436;-10.830872244357238
gen.0.4.0.2;💍;-0.41347402645963016;-9.541190929419953
gen.0.4.0.2;👧;1.1500806246851603;-7.8279428667314646
gen.0.4.0.2;👰;0.20921568529078927;-9.151369008196227
gen.0.4.0.2;💒;2.621212854794885;-10.954795638263478
gen.0.4.0.2;👼🏻;2.9727792289676898;-10.535613345864242
gen.0.4.0.2;🤵;-0.06668277031662818;-8.727433012635926
gen.0.4.0.2;💇🏻;0.4064134720949783;-10.346521525136986
gen.0.4.0.2;🙅🏾;-0.32373942315650145;-8.059762290244068
gen.0.4.0.2;🙎🏻;0.6526147064761318;-8.39534080865598
gen.0.4.0.2;💖;-3.374243265645588;-9.706325864439572
gen.0.4.0.2;👪;-2.4642047833565206;-10.195200324794591
gen.0.4.0.2;👰🏻;-0.6276277904789808;-9.56668637922025
gen.0.4.0.2;💁🏼;-0.15563180656657777;-7.116039010870153
gen.0.4.0.2;👨‍❤️‍👨;-0.5692232754462683;-7.644780375440363
gen.0.4.0.2;💁🏿;-1.1558837053393018;-7.814360805906568
gen.0.4.0.2;😛;0.0965264492697087;-6.422882984823044
gen.0.4.0.2.0;💋;-0.6392876292094881;-10.34979777163546
gen.0.4.0.2.0;👄;-2.115141812155468;-11.271413786595502
gen.0.4.0.2.0;👙;-1.4022265393256226;-11.735202924060697
gen.0.4.0.2.0;💄;-1.3619149641125565;-10.985218377785309
gen.0.4.0.2.0;💅;-1.4275086763565858;-11.007129755858454
gen.0.4.0.2.0;💅🏻;-1.039943117211132;-10.430036892698974
gen.0.4.0.2.0;👨‍❤️‍💋‍👨;-0.6979176209666434;-10.454264580512818
gen.0.4.0.2.0;👨‍👨‍👧;-1.2961573439903589;-10.380413145079233
gen.0.4.0.2.0;💅🏿;-2.144537254898793;-10.757513450297724
gen.0.4.0.2.1.0;👱🏻;-3.8835773229188577;-8.142368779566153
gen.0.4.0.2.1.1;💟;-2.8845740924856367;-9.150248542668578
gen.0.4.0.2.1.2;💕;-2.120081400470348;-8.735927111503262
gen.0.4.0.2.1.2;💗;-2.1571940195868886;-8.610108703243716
gen.0.4.0.2.1.2;💓;-2.2445219230232856;-8.89468030841584
gen.0.4.0.2.1.2;💝;-2.1383684533492344;-9.0762699751857
gen.0.4.0.2.1.3;👼🏼;-2.249807507493051;-9.641115553965749
gen.0.4.0.2.1.3;👵🏽;-1.6200147895633021;-9.637837017084413
gen.0.4.0.2.1.4;😍;-1.5518148364264392;-8.32515176696338
gen.0.4.0.2.1.4;❤️;-1.8022543181448447;-8.980933631619529
gen.0.4.0.2.1.4;😘;-1.3110837652539746;-9.066940713534468
gen.0.4.0.2.1.4;🖤;-0.796534737651916;-8.169380006026097
gen.0.4.0.2.1.4;💞;-1.5796657865202626;-8.485020343601617
gen.0.4.0.2.1.4;💏;-1.2461321930614082;-8.681209490476922
gen.0.4.0.2.1.4;💑;-1.8125368495819525;-8.088154975832405
gen.0.4.0.2.1.4;👩🏼;-0.8592305257062859;-8.789017546786253
gen.0.4.0.2.1.4;👧🏻;-1.3967953324800129;-9.401936605662417
gen.0.4.0.2.1.5;💜;-2.788777997560854;-8.572552430529786
gen.0.4.0.2.1.5;💘;-2.046799793563389;-8.573409816104402
gen.0.4.0.2.1.5;💛;-3.0554239807943673;-8.541049024112128
gen.0.4.0.2.2;🕺;1.163666358445706;-11.316417498867242
gen.0.4.0.2.2;💃;0.5127564133290685;-11.324221890560196
gen.0.4.0.2.2;💃🏻;0.7176096091776272;-11.790316403601231
gen.0.4.0.2.2;💃🏼;0.8696365087223926;-11.450423610392166
gen.0.4.0.2.2;💃🏿;1.349183563544515;-11.322930848169529
gen.0.4.0.2.2;💃🏾;0.5170951677250324;-11.360284756725568
gen.0.4.0.2.2;👩;-0.37530103244494484;-11.318218280964071
gen.0.4.0.2.2;👱;-0.3845643342100938;-11.57639350256597
gen.0.4.0.2.3;😹;2.203425364513716;-9.116236948899068
gen.0.4.0.2.3;😺;2.243847918090153;-9.145651050938302
gen.0.4.0.2.3;😸;2.241324015904727;-9.00451310158207
gen.0.4.0.2.3;😼;2.1546336412207174;-9.103890857816888
gen.0.4.0.2.3;😾;2.5521608791496955;-9.251032718542815
gen.0.4.0.2.3;😽;1.742028079246806;-9.230691699576205
gen.0.4.0.2.4;😚;-1.592142561162055;-7.198711043087739
gen.0.4.0.2.4;😙;-1.5291424488895984;-7.22033892804556
gen.0.4.0.2.4;😗;-1.534220196966151;-7.084090252379953
gen.0.4.0.2.4;❣;-1.9281920643694004;-7.219826294637141
